game type,no. players,blinds,players order,hero cards,players cards,game details,rake,jackpot
6-max,6,"[0.01, 0.02]","['f21cb5d9', '72042ae4', 'Hero', 'f38e646d', '352982ec', 'f3cc38fb']",[Ks Kh],"['', '', ['Ks', 'Kh'], '', ['As', '6d'], '']","{'player': ['f21cb5d9', '72042ae4', 'Hero', 'f38e646d', '352982ec', 'f3cc38fb', 'f21cb5d9', '72042ae4', 'f21cb5d9', 'Hero', '352982ec', 'f21cb5d9', 'Hero', 'f21cb5d9', '72042ae4', 'Hero', 'f38e646d', '352982ec', 'f3cc38fb'], 'stack': [7.18, 1.98, 1.88, 2.28, 0.23, 3.83, 7.13, 1.98, 7.13, 1.82, -0.0, 7.13, 1.65, 7.13, 1.98, 2.26, 2.28, -0.0, 3.83], 'action': ['sb', 'bb', 'raise', 'fold', 'call', 'fold', 'call', 'fold', 'check', 'bet', 'raise', 'fold', 'call', 'lose', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.06, 0, 0.06, 0, 0.05, 0, 0, 0.06, 0.23, 0, 0.17, -0.06, -0.02, 0.37, 0, -0.29, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 2, 4, 0, 2, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], ['Qs', '8s', '6s'], ['Qs', '8s', '6s'], ['Qs', '8s', '6s'], ['Qs', '8s', '6s'], ['Qs', '8s', '6s'], ['Qs', '8s', '6s', '6h', 'Kc'], ['Qs', '8s', '6s', '6h', 'Kc'], ['Qs', '8s', '6s', '6h', 'Kc'], ['Qs', '8s', '6s', '6h', 'Kc'], ['Qs', '8s', '6s', '6h', 'Kc'], ['Qs', '8s', '6s', '6h', 'Kc']], 'round chips': [0.03, 0.03, 0.09, 0.09, 0.15, 0.15, 0.2, 0.2, 0, 0.06, 0.29000000000000004, 0.29000000000000004, 0.46, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.2, 0.2, 0.2, 0.2, 0.2, 0.66, 0.66, 0.66, 0.66, 0.66, 0.66]}",0.03,0.02
6-max,5,"[0.01, 0.02]","['e44240fc', '3ce503', '6dcfa516', '297138ca', 'Hero']",[Ac 5s],"['', '', '', '', '[Ac 5s]']","{'player': ['e44240fc', '3ce503', '6dcfa516', '297138ca', 'Hero', 'e44240fc', '3ce503', 'e44240fc', '3ce503', '6dcfa516', '297138ca', 'Hero'], 'stack': [2.04, 1.45, 0.92, 2.36, 1.63, 2.04, 1.45, 2.04, 1.45, 0.92, 2.36, 1.76], 'action': ['sb', 'bb', 'fold', 'fold', 'raise', 'fold', 'fold', 'lose', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0, 0.06, 0, 0, -0.01, -0.02, 0, 0, 0.03], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.09, 0.09, 0.09, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['3ce503', '6dcfa516', '297138ca', 'Hero', 'e44240fc']",[3s Qh],"['', '', '', '[3s Qh]', '']","{'player': ['3ce503', '6dcfa516', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'e44240fc', '3ce503', '6dcfa516', '297138ca', 'Hero', 'e44240fc'], 'stack': [1.44, 0.9, 2.36, 1.72, 1.98, 1.25, 0.9, 1.98, 1.67, 0.9, 2.36, 1.72, 1.98], 'action': ['sb', 'bb', 'fold', 'fold', 'raise', 'raise', 'fold', 'fold', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0.06, 0.2, 0, 0, 0.08, -0.02, 0, 0, -0.06], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 4, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.09, 0.28, 0.28, 0.28, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.14, 0.14, 0.14, 0.14, 0.14]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['72042ae4', 'Hero', 'f38e646d', 'f3cc38fb', 'f21cb5d9']",[Js Kh],"['', '[Js Kh]', '', '', '']","{'player': ['72042ae4', 'Hero', 'f38e646d', 'f3cc38fb', 'f21cb5d9', '72042ae4', 'Hero', '72042ae4', '72042ae4', 'Hero', 'f38e646d', 'f3cc38fb', 'f21cb5d9'], 'stack': [1.99, 2.24, 2.28, 3.83, 7.13, 1.98, 2.18, 1.98, 1.98, 2.34, 2.28, 3.83, 7.13], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'call', 'raise', 'fold', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0.01, 0.08, 0, -0.02, 0.02, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.04, 0.1, 0.1, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04000000000000001, 0.04000000000000001, 0.04000000000000001, 0.04000000000000001, 0.04000000000000001]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503']",[7h 6h],"['', '', '', '[7h 6h]', '', '']","{'player': ['6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503'], 'stack': [0.89, 0.48, 2.36, 1.66, 2.0, 1.53, 0.89, 0.48, 0.89, 0.48, 2.36, 1.79, 2.0, 1.53], 'action': ['sb', 'bb', 'fold', 'raise', 'fold', 'fold', 'fold', 'fold', 'lose', 'lose', 'lose', 'win', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0.06, 0, 0, 0, 0, -0.01, -0.02, 0, 0.03, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.09, 0.09, 0.09, 0.09, 0.09, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516']",[3s 6h],"['', '', '[3s 6h]', '', '', '']","{'player': ['c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516'], 'stack': [0.47, 2.34, 1.75, 2.0, 1.53, 0.89, 0.47, 0.47, 2.38, 1.75, 2.0, 1.53, 0.89], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7']",[Js 5s],"['', '[Js 5s]', '', '', '', '']","{'player': ['297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', '297138ca', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7'], 'stack': [2.36, 1.73, 2.0, 1.53, 0.89, 0.47, 2.31, 1.57, 2.31, 2.31, 1.93, 2.0, 1.53, 0.89, 0.47], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'raise', 'raise', 'fold', 'lose', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, 0.06, 0.18, 0, -0.06, 0.06, 0, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.08, 0.24, 0.24, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['Hero', '352982ec', 'f3cc38fb', 'f21cb5d9', '72042ae4']",[As 5d],"[['As', '5d'], ['5s', 'Td'], '', '', '']","{'player': ['Hero', '352982ec', 'f3cc38fb', 'f21cb5d9', '72042ae4', 'Hero', '352982ec', 'Hero', '352982ec', 'Hero', '352982ec', 'Hero', '352982ec', 'Hero', '352982ec', 'f3cc38fb', 'f21cb5d9', '72042ae4'], 'stack': [2.27, 0.48, 3.83, 7.13, 2.0, 2.26, 0.48, 2.26, 0.48, 2.26, 0.48, 2.26, 0.48, 2.3, 0.48, 3.83, 7.13, 2.0], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'call', 'check', 'check', 'check', 'check', 'check', 'check', 'check', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0.01, 0, 0, 0, 0, 0, 0, 0, 0.02, -0.02, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], ['2c', 'Kd', '5c'], ['2c', 'Kd', '5c'], ['2c', 'Kd', '5c', '9c'], ['2c', 'Kd', '5c', '9c'], ['2c', 'Kd', '5c', '9c', '9d'], ['2c', 'Kd', '5c', '9c', '9d'], ['2c', 'Kd', '5c', '9c', '9d'], ['2c', 'Kd', '5c', '9c', '9d'], ['2c', 'Kd', '5c', '9c', '9d'], ['2c', 'Kd', '5c', '9c', '9d'], ['2c', 'Kd', '5c', '9c', '9d']], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.04, 0.04, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca']",[3s Qs],"['[3s Qs]', '', '', '', '', '']","{'player': ['Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca'], 'stack': [1.8, 1.98, 1.47, 0.89, 0.47, 2.31, 1.8, 1.98, 1.8, 1.98, 1.6, 0.89, 0.47, 2.31], 'action': ['sb', 'bb', 'raise', 'fold', 'fold', 'fold', 'fold', 'fold', 'lose', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.06, 0, 0, 0, 0, 0, -0.01, -0.02, 0.03, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero']",[Ah Kd],"['', ['Jh', 'Qh'], ['4s', '4c'], '', '', '[Ah Kd]']","{'player': ['e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', '3ce503', '6dcfa516', 'Hero', '3ce503', '6dcfa516', 'Hero', '3ce503', '3ce503', '6dcfa516', '3ce503', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero'], 'stack': [1.99, 1.54, 0.85, 0.47, 2.31, 1.67, 1.99, 1.43, 0.76, 1.43, 0.76, 1.67, 1.43, 0.58, 1.67, 1.25, 1.25, 0.02, 0.69, 1.99, 0.69, 1.79, 0.47, 2.31, 1.67], 'action': ['sb', 'bb', 'raise', 'fold', 'fold', 'raise', 'fold', 'call', 'call', 'check', 'check', 'check', 'check', 'bet', 'fold', 'call', 'check', 'bet', 'call', 'lose', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.04, 0, 0, 0.13, 0, 0.11, 0.09, 0, 0, 0, 0, 0.18, 0, 0.18, 0, 0.56, 0.56, -0.01, -0.87, 1.01, 0, 0, -0.13], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 2, 1, 2, 5, 1, 2, 5, 1, 1, 2, 1, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], ['4d', '3d', '9c'], ['4d', '3d', '9c'], ['4d', '3d', '9c'], ['4d', '3d', '9c', 'Js'], ['4d', '3d', '9c', 'Js'], ['4d', '3d', '9c', 'Js'], ['4d', '3d', '9c', 'Js'], ['4d', '3d', '9c', 'Js', '8c'], ['4d', '3d', '9c', 'Js', '8c'], ['4d', '3d', '9c', 'Js', '8c'], ['4d', '3d', '9c', 'Js', '8c'], ['4d', '3d', '9c', 'Js', '8c'], ['4d', '3d', '9c', 'Js', '8c'], ['4d', '3d', '9c', 'Js', '8c'], ['4d', '3d', '9c', 'Js', '8c'], ['4d', '3d', '9c', 'Js', '8c']], 'round chips': [0.03, 0.03, 0.07, 0.07, 0.07, 0.2, 0.2, 0.31000000000000005, 0.4, 0, 0, 0, 0, 0.18, 0.18, 0.36, 0, 0.56, 1.12, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.76, 0.76, 0.76, 1.8800000000000001, 1.8800000000000001, 1.8800000000000001, 1.8800000000000001, 1.8800000000000001, 1.8800000000000001]}",0.09,0.02
6-max,4,"[0.01, 0.02]","['352982ec', 'f3cc38fb', '72042ae4', 'Hero']",[Js Jh],"['', '', '', '[Js Jh]']","{'player': ['352982ec', 'f3cc38fb', '72042ae4', 'Hero', '352982ec', 'f3cc38fb', '352982ec', 'f3cc38fb', '72042ae4', 'Hero'], 'stack': [0.47, 3.81, 2.0, 2.24, 0.47, 3.81, 0.47, 3.81, 2.0, 2.37], 'action': ['sb', 'bb', 'fold', 'raise', 'fold', 'fold', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0.06, 0, 0, -0.01, -0.02, 0, 0.03], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 0, 1, 0, 1, 2, 3], 'tables_cards': [[], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.09, 0.09, 0.09, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999, 0.04999999999999999]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['f3cc38fb', '9527cbd8', '72042ae4', 'Hero', '352982ec']",[2d 8d],"['', ['Kh', 'Js'], '', '[2d 8d]', ['4d', '5d']]","{'player': ['f3cc38fb', '9527cbd8', '72042ae4', 'Hero', '352982ec', 'f3cc38fb', '9527cbd8', '352982ec', '9527cbd8', '352982ec', '9527cbd8', '352982ec', '9527cbd8', '352982ec', 'f3cc38fb', '9527cbd8', '72042ae4', 'Hero', '352982ec'], 'stack': [3.8, 2.26, 2.0, 2.33, 0.45, 3.8, 2.22, 0.41, 2.22, 0.41, 2.22, 0.41, 2.22, 0.41, 3.8, 2.22, 2.0, 2.33, 0.54], 'action': ['sb', 'bb', 'fold', 'fold', 'call', 'fold', 'raise', 'call', 'check', 'check', 'check', 'check', 'check', 'check', 'lose', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0, 0.02, 0, 0.06, 0.04, 0, 0, 0, 0, 0, 0, -0.01, -0.06, 0, 0, 0.07], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 4, 1, 4, 1, 4, 1, 4, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], ['7s', 'Qs', 'Qc'], ['7s', 'Qs', 'Qc'], ['7s', 'Qs', 'Qc', '9h'], ['7s', 'Qs', 'Qc', '9h'], ['7s', 'Qs', 'Qc', '9h', '5h'], ['7s', 'Qs', 'Qc', '9h', '5h'], ['7s', 'Qs', 'Qc', '9h', '5h'], ['7s', 'Qs', 'Qc', '9h', '5h'], ['7s', 'Qs', 'Qc', '9h', '5h'], ['7s', 'Qs', 'Qc', '9h', '5h'], ['7s', 'Qs', 'Qc', '9h', '5h']], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.05, 0.05, 0.09, 0.13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc']",[7d Td],"['', '', '', '', '[7d Td]', '']","{'player': ['3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'Hero', '3ce503', 'Hero', 'e44240fc', '3ce503', 'Hero', 'e44240fc', '3ce503', 'Hero', 'e44240fc', '3ce503', '6dcfa516', 'c45738c7', '297138ca', 'Hero', 'e44240fc'], 'stack': [0.68, 1.77, 0.47, 2.31, 1.61, 1.82, 0.51, 1.77, 1.49, 0.51, 1.49, 1.82, 0.51, 1.21, 1.54, 0.51, 0.0, 1.54, 0.51, 1.77, 0.47, 2.31, 3.47, 1.54], 'action': ['sb', 'bb', 'fold', 'fold', 'raise', 'raise', 'call', 'fold', 'call', 'check', 'check', 'check', 'check', 'bet', 'call', 'fold', 'bet', 'fold', 'lose', 'lose', 'lose', 'lose', 'win', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0.06, 0.18, 0.17, 0, 0.12, 0, 0, 0, 0, 0.28, 0.28, 0, 1.21, 0, -0.18, -0.02, 0, 0, 0.66, -0.46], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 3, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 4, 0, 4, 5, 0, 4, 5, 0, 4, 5, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], ['5d', '4c', '2s'], ['5d', '4c', '2s'], ['5d', '4c', '2s'], ['5d', '4c', '2s', '8c'], ['5d', '4c', '2s', '8c'], ['5d', '4c', '2s', '8c'], ['5d', '4c', '2s', '8c'], ['5d', '4c', '2s', '8c', 'Qd'], ['5d', '4c', '2s', '8c', 'Qd'], ['5d', '4c', '2s', '8c', 'Qd'], ['5d', '4c', '2s', '8c', 'Qd'], ['5d', '4c', '2s', '8c', 'Qd'], ['5d', '4c', '2s', '8c', 'Qd'], ['5d', '4c', '2s', '8c', 'Qd'], ['5d', '4c', '2s', '8c', 'Qd']], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.09, 0.27, 0.44, 0.44, 0.56, 0, 0, 0, 0, 0.28, 0.56, 0.56, 1.21, 1.21, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12]}",0.05,0.02
6-max,4,"[0.01, 0.02]","['72042ae4', 'Hero', '352982ec', '9527cbd8']",[7h Ks],"['', '[7h Ks]', '', '']","{'player': ['72042ae4', 'Hero', '352982ec', '9527cbd8', '72042ae4', 'Hero', '72042ae4', 'Hero', '352982ec', '9527cbd8'], 'stack': [1.99, 2.31, 0.54, 2.22, 1.94, 2.31, 2.06, 2.31, 0.54, 2.22], 'action': ['sb', 'bb', 'fold', 'fold', 'raise', 'fold', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0.06, 0, 0.02, -0.02, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 0, 1, 0, 1, 2, 3], 'tables_cards': [[], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.08, 0.08, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['Hero', '924a0fc1', '352982ec', '9527cbd8', '72042ae4']",[7c 3s],"['[7c 3s]', '', ['Tc', '8c'], ['Kh', 'Kc'], '']","{'player': ['Hero', '924a0fc1', '352982ec', '9527cbd8', '72042ae4', 'Hero', '924a0fc1', '352982ec', '352982ec', '9527cbd8', '352982ec', '352982ec', '9527cbd8', '352982ec', '352982ec', '9527cbd8', '352982ec', 'Hero', '924a0fc1', '352982ec', '9527cbd8', '72042ae4'], 'stack': [2.3, 1.98, 0.52, 2.13, 2.02, 2.3, 1.98, 0.45, 0.45, 2.06, 0.38, 0.38, 1.88, 0.2, 0.2, 1.52, 0.0, 2.3, 1.98, 0.0, 2.88, 2.02], 'action': ['sb', 'bb', 'call', 'raise', 'fold', 'fold', 'fold', 'call', 'check', 'bet', 'call', 'check', 'bet', 'call', 'check', 'bet', 'call', 'lose', 'lose', 'lose', 'win', 'lose'], 'actions_detail': [0.01, 0.02, 0.02, 0.09, 0, 0, 0, 0.07, 0, 0.07, 0.07, 0, 0.18, 0.18, 0, 0.36, 0.2, -0.01, -0.02, -0.54, 0.57, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], ['9c', '9h', 'Jd'], ['9c', '9h', 'Jd'], ['9c', '9h', 'Jd'], ['9c', '9h', 'Jd', '8d'], ['9c', '9h', 'Jd', '8d'], ['9c', '9h', 'Jd', '8d'], ['9c', '9h', 'Jd', '8d', '4d'], ['9c', '9h', 'Jd', '8d', '4d'], ['9c', '9h', 'Jd', '8d', '4d'], ['9c', '9h', 'Jd', '8d', '4d'], ['9c', '9h', 'Jd', '8d', '4d'], ['9c', '9h', 'Jd', '8d', '4d'], ['9c', '9h', 'Jd', '8d', '4d'], ['9c', '9h', 'Jd', '8d', '4d']], 'round chips': [0.03, 0.03, 0.05, 0.14, 0.14, 0.14, 0.14, 0.21000000000000002, 0, 0.07, 0.14, 0, 0.18, 0.36, 0, 0.36, 0.56, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.21000000000000002, 0.21000000000000002, 0.21000000000000002, 0.35000000000000003, 0.35000000000000003, 0.35000000000000003, 0.71, 0.71, 0.71, 1.1099999999999999, 1.1099999999999999, 1.1099999999999999, 1.1099999999999999, 1.1099999999999999]}",0.05,0.02
