game type,no. players,blinds,players order,hero cards,players cards,game details,rake,jackpot
6-max,6,"[0.01, 0.02]","['c2744cb9', 'a5de0145', 'Hero', '12140d5', 'fa32eae8', 'e8e7015b']",[Qd Tc],"['', '', '[Qd Tc]', '', '', '']","{'player': ['c2744cb9', 'a5de0145', 'Hero', '12140d5', 'fa32eae8', 'e8e7015b', 'c2744cb9', 'a5de0145', 'c2744cb9', 'a5de0145', 'Hero', '12140d5', 'fa32eae8', 'e8e7015b'], 'stack': [3.45, 5.06, 2.08, 0.58, 2.96, 0.38, 3.45, 5.06, 3.45, 5.06, 2.08, 0.58, 2.96, 0.49], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'raise', 'fold', 'fold', 'lose', 'lose', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0.05, 0, 0, -0.01, -0.02, 0, 0, 0, 0.03], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.08, 0.08, 0.08, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['a5de0145', 'Hero', '12140d5', 'fa32eae8', 'e8e7015b', 'c2744cb9']",[Js 7h],"['', '[Js 7h]', '', '', '', '']","{'player': ['a5de0145', 'Hero', '12140d5', 'fa32eae8', 'e8e7015b', 'c2744cb9', 'a5de0145', 'Hero', 'a5de0145', 'Hero', '12140d5', 'fa32eae8', 'e8e7015b', 'c2744cb9'], 'stack': [5.05, 2.06, 0.58, 2.96, 0.46, 3.45, 5.0, 2.06, 5.12, 2.06, 0.58, 2.96, 0.46, 3.45], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'raise', 'fold', 'win', 'lose', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, 0.06, 0, 0.02, -0.02, 0, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.08, 0.08, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994, 0.039999999999999994]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['Hero', '7ef7b2e4', 'fa32eae8', 'e8e7015b', 'c2744cb9', 'a5de0145']",[Jc 7c],"['[Jc 7c]', '', '', '', '', '']","{'player': ['Hero', '7ef7b2e4', 'fa32eae8', 'e8e7015b', 'c2744cb9', 'a5de0145', 'Hero', '7ef7b2e4', 'c2744cb9', 'Hero', '7ef7b2e4', 'fa32eae8', 'e8e7015b', 'c2744cb9', 'a5de0145'], 'stack': [2.05, 1.98, 2.96, 0.46, 3.43, 5.0, 2.05, 1.98, 3.43, 2.05, 1.98, 2.96, 0.46, 3.43, 5.19], 'action': ['sb', 'bb', 'fold', 'fold', 'call', 'raise', 'fold', 'fold', 'fold', 'lose', 'lose', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0, 0.02, 0.08, 0, 0, 0, -0.01, -0.02, 0, 0, -0.02, 0.05], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 4, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.05, 0.13, 0.13, 0.13, 0.13, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['a58d11ff', '323ba4b2', '37e20760', 'e2dccde1', '95bf91b2', 'Hero']",[7d 7h],"['', '', '', '', '', '[7d 7h]']","{'player': ['a58d11ff', '323ba4b2', '37e20760', 'e2dccde1', '95bf91b2', 'Hero', 'a58d11ff', '323ba4b2', '95bf91b2', 'Hero', '95bf91b2', 'Hero', 'a58d11ff', '323ba4b2', '37e20760', 'e2dccde1', '95bf91b2', 'Hero'], 'stack': [2.37, 1.33, 1.35, 1.81, 1.99, 1.88, 2.37, 1.33, 1.94, 1.83, 1.82, 1.83, 2.37, 1.33, 1.35, 1.81, 2.3, 1.83], 'action': ['sb', 'bb', 'fold', 'fold', 'raise', 'call', 'fold', 'fold', 'bet', 'call', 'bet', 'fold', 'lose', 'lose', 'lose', 'lose', 'win', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0.06, 0.06, 0, 0, 0.05, 0.05, 0.12, 0, -0.01, -0.02, 0, 0, 0.14, -0.11], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 4, 5, 4, 5, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], ['Ah', '5c', '5h'], ['Ah', '5c', '5h'], ['Ah', '5c', '5h', '9h'], ['Ah', '5c', '5h', '9h'], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.09, 0.15, 0.15, 0.15, 0.05, 0.1, 0.12, 0.12, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.14999999999999997, 0.14999999999999997, 0.24999999999999997, 0.24999999999999997, 0.24999999999999997, 0.24999999999999997, 0.24999999999999997, 0.24999999999999997, 0.24999999999999997, 0.24999999999999997]}",0.01,0.0
6-max,5,"[0.01, 0.02]","['fa32eae8', 'e8e7015b', 'c2744cb9', 'a5de0145', 'Hero']",[8s Ac],"['', '', '', '', '[8s Ac]']","{'player': ['fa32eae8', 'e8e7015b', 'c2744cb9', 'a5de0145', 'Hero', 'fa32eae8', 'e8e7015b', 'e8e7015b', 'c2744cb9', 'Hero', 'e8e7015b', 'c2744cb9', 'fa32eae8', 'e8e7015b', 'c2744cb9', 'a5de0145', 'Hero'], 'stack': [2.95, 0.44, 3.41, 5.13, 2.03, 2.95, 0.44, 0.44, 3.41, 1.97, 0.44, 3.41, 2.95, 0.44, 3.41, 5.13, 2.16], 'action': ['sb', 'bb', 'call', 'fold', 'call', 'fold', 'check', 'check', 'check', 'bet', 'fold', 'fold', 'lose', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0.02, 0, 0.02, 0, 0, 0, 0, 0.06, 0, 0, -0.01, -0.02, -0.02, 0, 0.05], 'round': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 1, 2, 4, 1, 2, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], ['6c', 'Jc', '2d'], ['6c', 'Jc', '2d'], ['6c', 'Jc', '2d'], ['6c', 'Jc', '2d'], ['6c', 'Jc', '2d'], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.05, 0.05, 0.07, 0.07, 0.07, 0, 0, 0.06, 0.06, 0.06, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['323ba4b2', '37e20760', 'e2dccde1', '95bf91b2', 'Hero', 'a58d11ff']",[Js 2h],"['', ['Qs', 'Jh'], '', '', '[Js 2h]', ['6c', '8c']]","{'player': ['323ba4b2', '37e20760', 'e2dccde1', '95bf91b2', 'Hero', 'a58d11ff', '323ba4b2', '37e20760', '37e20760', 'a58d11ff', '37e20760', '37e20760', 'a58d11ff', '37e20760', 'a58d11ff', '323ba4b2', '37e20760', 'e2dccde1', '95bf91b2', 'Hero', 'a58d11ff'], 'stack': [1.32, 1.33, 1.81, 2.18, 1.83, 2.33, 1.32, 1.31, 1.31, 2.27, 1.25, 1.25, 2.27, 1.25, 2.27, 1.32, 1.36, 1.81, 2.18, 1.83, 2.37], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'raise', 'fold', 'call', 'check', 'bet', 'call', 'check', 'check', 'check', 'check', 'lose', 'win', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0.04, 0, 0.02, 0, 0.06, 0.06, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0, 0.0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 3, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 1, 5, 1, 1, 5, 1, 5, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], ['3d', 'Ad', 'Ts'], ['3d', 'Ad', 'Ts'], ['3d', 'Ad', 'Ts'], ['3d', 'Ad', 'Ts', '3h'], ['3d', 'Ad', 'Ts', '3h'], ['3d', 'Ad', 'Ts', '3h', 'Td'], ['3d', 'Ad', 'Ts', '3h', 'Td'], ['3d', 'Ad', 'Ts', '3h', 'Td'], ['3d', 'Ad', 'Ts', '3h', 'Td'], ['3d', 'Ad', 'Ts', '3h', 'Td'], ['3d', 'Ad', 'Ts', '3h', 'Td'], ['3d', 'Ad', 'Ts', '3h', 'Td'], ['3d', 'Ad', 'Ts', '3h', 'Td']], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.07, 0.07, 0.09, 0, 0.06, 0.12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.09, 0.09, 0.09, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21, 0.21]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['e8e7015b', 'c2744cb9', 'a5de0145', 'Hero', 'fa32eae8']",[4c 3s],"['', '', '', '[4c 3s]', '']","{'player': ['e8e7015b', 'c2744cb9', 'a5de0145', 'Hero', 'fa32eae8', 'e8e7015b', 'e8e7015b', 'c2744cb9', 'a5de0145', 'Hero', 'fa32eae8'], 'stack': [0.43, 3.39, 5.13, 2.1, 2.95, 0.43, 0.43, 3.43, 5.13, 2.1, 2.95], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['c2744cb9', 'a5de0145', 'Hero', 'fa32eae8', 'e8e7015b']",[Qh 5h],"['', '', '[Qh 5h]', '', '']","{'player': ['c2744cb9', 'a5de0145', 'Hero', 'fa32eae8', 'e8e7015b', 'c2744cb9', 'a5de0145', 'c2744cb9', 'a5de0145', 'Hero', 'fa32eae8', 'e8e7015b'], 'stack': [3.41, 5.11, 2.1, 2.95, 0.38, 3.41, 5.11, 3.41, 5.11, 2.1, 2.95, 0.49], 'action': ['sb', 'bb', 'fold', 'fold', 'raise', 'fold', 'fold', 'lose', 'lose', 'lose', 'lose', 'win'], 'actions_detail': [0.01, 0.02, 0, 0, 0.05, 0, 0, -0.01, -0.02, 0, 0, 0.03], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.08, 0.08, 0.08, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.05, 0.05, 0.05, 0.05, 0.05]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['37e20760', 'e2dccde1', '95bf91b2', 'Hero', 'a58d11ff', '323ba4b2']",[Kc 4h],"['', '', '', '[Kc 4h]', '', '']","{'player': ['37e20760', 'e2dccde1', '95bf91b2', 'Hero', 'a58d11ff', '323ba4b2', '37e20760', '37e20760', 'e2dccde1', '95bf91b2', 'Hero', 'a58d11ff', '323ba4b2'], 'stack': [1.35, 1.79, 2.18, 1.83, 2.37, 1.32, 1.35, 1.35, 1.83, 2.18, 1.83, 2.37, 1.32], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['a5de0145', 'Hero', 'fa32eae8', 'e8e7015b', 'c2744cb9']",[5d 6d],"['', '[5d 6d]', ['Js', 'Jh'], ['Th', 'Ah'], '']","{'player': ['a5de0145', 'Hero', 'fa32eae8', 'e8e7015b', 'c2744cb9', 'a5de0145', 'Hero', 'Hero', 'fa32eae8', 'e8e7015b', 'Hero', 'fa32eae8', 'e8e7015b', 'fa32eae8', 'e8e7015b', 'fa32eae8', 'a5de0145', 'Hero', 'fa32eae8', 'e8e7015b', 'c2744cb9'], 'stack': [5.1, 2.08, 2.89, 0.4, 3.41, 5.1, 2.04, 2.04, 2.77, 0.28, 2.04, 2.77, 0.28, 2.77, 0.0, 2.49, 5.1, 2.04, 3.42, 0.0, 3.41], 'action': ['sb', 'bb', 'raise', 'call', 'fold', 'fold', 'call', 'check', 'bet', 'call', 'fold', 'check', 'check', 'check', 'bet', 'call', 'lose', 'lose', 'win', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.06, 0.06, 0, 0, 0.04, 0, 0.12, 0.12, 0, 0, 0, 0, 0.28, 0.28, -0.01, -0.06, 0.53, -0.46, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 3, 3, 3, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 1, 1, 2, 3, 1, 2, 3, 2, 3, 2, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], ['2d', 'Qh', '8h'], ['2d', 'Qh', '8h'], ['2d', 'Qh', '8h'], ['2d', 'Qh', '8h'], ['2d', 'Qh', '8h', '5s'], ['2d', 'Qh', '8h', '5s'], ['2d', 'Qh', '8h', '5s', '4d'], ['2d', 'Qh', '8h', '5s', '4d'], ['2d', 'Qh', '8h', '5s', '4d'], ['2d', 'Qh', '8h', '5s', '4d'], ['2d', 'Qh', '8h', '5s', '4d'], ['2d', 'Qh', '8h', '5s', '4d'], ['2d', 'Qh', '8h', '5s', '4d'], ['2d', 'Qh', '8h', '5s', '4d']], 'round chips': [0.03, 0.03, 0.09, 0.15, 0.15, 0.15, 0.19, 0, 0.12, 0.24, 0.24, 0, 0, 0, 0.28, 0.56, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.19, 0.19, 0.19, 0.19, 0.43, 0.43, 0.43, 0.43, 0.43, 0.99, 0.99, 0.99, 0.99, 0.99]}",0.04,0.02
6-max,6,"[0.01, 0.02]","['e2dccde1', '95bf91b2', 'Hero', 'a58d11ff', '323ba4b2', '37e20760']",[Jd 6d],"['', ['4d', 'Tc'], '[Jd 6d]', '', '', ['Kc', 'Js']]","{'player': ['e2dccde1', '95bf91b2', 'Hero', 'a58d11ff', '323ba4b2', '37e20760', 'e2dccde1', '95bf91b2', '95bf91b2', '37e20760', '95bf91b2', '37e20760', '95bf91b2', '37e20760', 'e2dccde1', '95bf91b2', 'Hero', 'a58d11ff', '323ba4b2', '37e20760'], 'stack': [1.81, 2.16, 1.83, 2.37, 1.32, 1.33, 1.81, 2.16, 2.16, 1.33, 2.16, 1.33, 2.16, 1.33, 1.81, 2.21, 1.83, 2.37, 1.32, 1.33], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'call', 'fold', 'check', 'check', 'check', 'check', 'check', 'check', 'check', 'lose', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, -0.01, 0.03, 0, 0, 0, -0.02], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 1, 5, 1, 5, 1, 5, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], ['Ah', '5c', 'Th'], ['Ah', '5c', 'Th'], ['Ah', '5c', 'Th', '9h'], ['Ah', '5c', 'Th', '9h'], ['Ah', '5c', 'Th', '9h', '6c'], ['Ah', '5c', 'Th', '9h', '6c'], ['Ah', '5c', 'Th', '9h', '6c'], ['Ah', '5c', 'Th', '9h', '6c'], ['Ah', '5c', 'Th', '9h', '6c'], ['Ah', '5c', 'Th', '9h', '6c'], ['Ah', '5c', 'Th', '9h', '6c'], ['Ah', '5c', 'Th', '9h', '6c']], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.05, 0.05, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['95bf91b2', 'Hero', 'a58d11ff', '323ba4b2', '37e20760', 'e2dccde1']",[2s Ad],"['', '[2s Ad]', '', '', '', '']","{'player': ['95bf91b2', 'Hero', 'a58d11ff', '323ba4b2', '37e20760', 'e2dccde1', '95bf91b2', 'Hero', '95bf91b2', '95bf91b2', 'Hero', 'a58d11ff', '323ba4b2', '37e20760', 'e2dccde1'], 'stack': [2.2, 1.81, 2.37, 1.32, 1.33, 1.81, 2.15, 1.65, 2.15, 2.15, 2.01, 2.37, 1.32, 1.33, 1.81], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'raise', 'raise', 'fold', 'lose', 'win', 'lose', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, 0.06, 0.18, 0, -0.06, 0.06, 0, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.08, 0.24, 0.24, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12]}",0.0,0.0
6-max,5,"[0.01, 0.02]","['Hero', 'd403ba1f', 'fa32eae8', 'c2744cb9', 'a5de0145']",[7d 6s],"['[7d 6s]', '', '', '', '']","{'player': ['Hero', 'd403ba1f', 'fa32eae8', 'c2744cb9', 'a5de0145', 'Hero', 'Hero', 'd403ba1f', 'fa32eae8', 'c2744cb9', 'a5de0145'], 'stack': [2.03, 1.98, 3.42, 3.41, 5.1, 2.03, 2.03, 2.02, 3.42, 3.41, 5.1], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
6-max,6,"[0.01, 0.02]","['Hero', 'a58d11ff', '323ba4b2', '37e20760', 'e2dccde1', '95bf91b2']",[Qh Kh],"['[Qh Kh]', '', '', '', '', '']","{'player': ['Hero', 'a58d11ff', '323ba4b2', '37e20760', 'e2dccde1', '95bf91b2', 'Hero', 'a58d11ff', 'Hero', '323ba4b2', 'Hero', '323ba4b2', 'Hero', 'Hero', '323ba4b2', 'Hero', 'Hero', 'a58d11ff', '323ba4b2', '37e20760', 'e2dccde1', '95bf91b2'], 'stack': [1.88, 2.35, 1.26, 1.33, 1.81, 2.15, 1.83, 2.35, 1.83, 1.26, 1.83, 1.15, 1.72, 1.72, 0.97, 1.72, 1.72, 2.35, 1.68, 1.33, 1.81, 2.15], 'action': ['sb', 'bb', 'raise', 'fold', 'fold', 'fold', 'call', 'fold', 'check', 'check', 'check', 'bet', 'call', 'check', 'bet', 'fold', 'lose', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0.06, 0, 0, 0, 0.05, 0, 0, 0, 0, 0.11, 0.11, 0, 0.18, 0, -0.17, -0.02, 0.19, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 3, 3, 3, 'end', 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 5, 0, 1, 0, 2, 0, 2, 0, 0, 2, 0, 0, 1, 2, 3, 4, 5], 'tables_cards': [[], [], [], [], [], [], [], [], ['Qs', '3c', 'Td'], ['Qs', '3c', 'Td'], ['Qs', '3c', 'Td', '3h'], ['Qs', '3c', 'Td', '3h'], ['Qs', '3c', 'Td', '3h'], ['Qs', '3c', 'Td', '3h', 'Ah'], ['Qs', '3c', 'Td', '3h', 'Ah'], ['Qs', '3c', 'Td', '3h', 'Ah'], ['Qs', '3c', 'Td', '3h', 'Ah'], ['Qs', '3c', 'Td', '3h', 'Ah'], ['Qs', '3c', 'Td', '3h', 'Ah'], ['Qs', '3c', 'Td', '3h', 'Ah'], ['Qs', '3c', 'Td', '3h', 'Ah'], ['Qs', '3c', 'Td', '3h', 'Ah']], 'round chips': [0.03, 0.03, 0.09, 0.09, 0.09, 0.09, 0.14, 0.14, 0, 0, 0, 0.11, 0.22, 0, 0.18, 0.18, 0, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.14, 0.14, 0.14, 0.14, 0.14, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36]}",0.01,0.0
6-max,5,"[0.01, 0.02]","['d403ba1f', 'fa32eae8', 'c2744cb9', 'a5de0145', 'Hero']",[5h Jd],"['', '', '', '', '[5h Jd]']","{'player': ['d403ba1f', 'fa32eae8', 'c2744cb9', 'a5de0145', 'Hero', 'd403ba1f', 'd403ba1f', 'fa32eae8', 'c2744cb9', 'a5de0145', 'Hero'], 'stack': [2.0, 3.4, 3.41, 5.1, 2.03, 2.0, 2.0, 3.44, 3.41, 5.1, 2.03], 'action': ['sb', 'bb', 'fold', 'fold', 'fold', 'fold', 'lose', 'win', 'lose', 'lose', 'lose'], 'actions_detail': [0.01, 0.02, 0, 0, 0, 0, -0.01, 0.01, 0, 0, 0], 'round': [0, 0, 0, 0, 0, 0, 'end', 'end', 'end', 'end', 'end'], 'position': [0, 1, 2, 3, 4, 0, 0, 1, 2, 3, 4], 'tables_cards': [[], [], [], [], [], [], [], [], [], [], []], 'round chips': [0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0, 0, 0, 0, 0], 'pot': [0, 0.01, 0.03, 0.03, 0.03, 0.03, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997, 0.019999999999999997]}",0.0,0.0
